name,CBO,CF,DAC,DAM,DIT,ED,LCC,LCOM4,MIT,MPC,NOA,NOC,NOLM,NOM,NOP,NORM,NSM,PF,RFC,SIX,TLOC,defect,project,bug_id
org.apache.commons.compress.archivers.tar.TarArchiveOutputStream,7.0,0.036144578313253,1.0,0.0,2.0,-2.0,0.7402597402597403,4.0,5.0,34.0,11.0,0.0,2.0,13.0,1.0769230769230769,0.3846153846153846,3.0,1.0,31.0,0.0591715976331361,181.0,1,Compressb,Compress_3_buggy
org.apache.commons.compress.archivers.zip.ZipFile,23.0,0.0963855421686747,1.0,0.0,0.0,-2.0,0.8731182795698925,3.0,0.0,107.0,20.0,0.0,4.0,15.0,0.8666666666666667,0.0,15.0,0.0,75.0,0.0,421.0,0,Compressb,Compress_3_buggy
org.apache.commons.compress.utils.BitInputStream,3.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,5.0,1.4,0.0,2.0,0.0,8.0,0.0,79.0,1,Compressb,Compress_40_buggy
org.apache.commons.compress.compressors.LZMATestCase,9.0,0.0101351351351351,0.0,0.0,1.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,3.0,1.6666666666666667,0.0,0.0,0.0,10.0,0.0,52.0,0,Compressb,Compress_40_buggy
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,33.0,0.053125,2.0,0.0,2.0,-5.0,0.7159420289855073,8.0,8.0,238.0,15.0,1.0,3.0,34.0,2.588235294117647,0.088235294117647,5.0,0.0967741935483871,123.0,0.0051903114186851,758.0,1,Compressb,Compress_41_buggy
org.apache.commons.compress.archivers.sevenz.Archive,1.0,0.0,2.0,0.0,0.0,0.0,0.2,4.0,0.0,6.0,4.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,4.0,0.0,23.0,0,Compressb,Compress_41_buggy
org.apache.commons.compress.archivers.zip.UnixStat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1,Compressb,Compress_42_buggy
org.apache.commons.compress.compressors.CompressorStreamFactory,32.0,0.0558823529411764,2.0,0.0,0.0,-2.0,0.3923076923076923,11.0,0.0,87.0,14.0,0.0,3.0,29.0,1.137931034482759,0.0,26.0,0.0,63.0,0.0,307.0,0,Compressb,Compress_42_buggy
org.apache.commons.compress.utils.ChecksumCalculatingInputStream,2.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,2.0,0.0,7.0,2.0,0.0,2.0,6.0,2.833333333333333,0.0,0.0,0.0,5.0,0.0,42.0,1,Compressb,Compress_44_buggy
org.apache.commons.compress.utils.StreamWrapper.org.apache.commons.compress.utils$1.org.apache.commons.compress.utils$2.org.apache.commons.compress.utils$3.org.apache.commons.compress.utils$4.org.apache.commons.compress.utils$5.org.apache.commons.compress.utils$6,1.0,0.0,0.0,1.0,1.0,0.0,0.1666666666666666,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.0,11.0,0.0,100.0,0,Compressb,Compress_44_buggy
org.apache.commons.compress.archivers.tar.TarUtils,11.0,0.0025510204081632,1.0,0.0,0.0,-1.0,0.0333333333333333,17.0,0.0,51.0,3.0,0.0,2.0,20.0,5.4,0.0,22.0,0.0,43.0,0.0,378.0,1,Compressb,Compress_45_buggy
org.apache.commons.compress.utils.StreamWrapper.org.apache.commons.compress.utils$1.org.apache.commons.compress.utils$2.org.apache.commons.compress.utils$3.org.apache.commons.compress.utils$4.org.apache.commons.compress.utils$5.org.apache.commons.compress.utils$6,1.0,0.0,0.0,1.0,1.0,0.0,0.1666666666666666,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.0,11.0,0.0,100.0,0,Compressb,Compress_45_buggy
org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp,11.0,0.0075949367088607,2.0,0.0,0.0,-1.0,0.4828349944629014,13.0,0.0,58.0,12.0,0.0,0.0,31.0,1.064516129032258,0.0,8.0,0.0,46.0,0.0,257.0,1,Compressb,Compress_46_buggy
org.apache.commons.compress.utils.StreamWrapper.org.apache.commons.compress.utils$1.org.apache.commons.compress.utils$2.org.apache.commons.compress.utils$3.org.apache.commons.compress.utils$4.org.apache.commons.compress.utils$5.org.apache.commons.compress.utils$6,1.0,0.0,0.0,1.0,1.0,0.0,0.1666666666666666,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.0,11.0,0.0,100.0,0,Compressb,Compress_46_buggy
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,35.0,0.0455635491606714,2.0,0.0,2.0,-5.0,0.7159420289855073,8.0,8.0,246.0,15.0,1.0,3.0,34.0,2.588235294117647,0.088235294117647,5.0,0.0967741935483871,129.0,0.0051903114186851,786.0,1,Compressb,Compress_47_buggy
org.apache.commons.compress.utils.Lists,3.0,0.0023980815347721,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,1.3333333333333333,0.0,2.0,0.0,3.0,0.0,16.0,0,Compressb,Compress_47_buggy
org.apache.commons.compress.archivers.tar.TarArchiveOutputStream,7.0,0.036144578313253,1.0,0.0,2.0,-2.0,0.8300395256916996,3.0,5.0,35.0,12.0,0.0,2.0,13.0,1.0769230769230769,0.3846153846153846,3.0,1.0,32.0,0.0591715976331361,190.0,1,Compressb,Compress_4_buggy
org.apache.commons.compress.changes.ChangeSetPerformer,11.0,0.072289156626506,0.0,1.0,0.0,0.0,0.3,3.0,0.0,58.0,1.0,0.0,0.0,4.0,2.25,0.0,0.0,0.0,27.0,0.0,118.0,1,Compressb,Compress_4_buggy
org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream,15.0,0.0481927710843373,1.0,1.0,2.0,-3.0,0.4347826086956521,9.0,5.0,150.0,8.0,0.0,1.0,17.0,2.588235294117647,0.2941176470588235,0.0,1.0,55.0,0.0346020761245674,253.0,1,Compressb,Compress_4_buggy
org.apache.commons.compress.archivers.zip.ZipFile,23.0,0.0963855421686747,1.0,0.0,0.0,-2.0,0.8731182795698925,3.0,0.0,107.0,20.0,0.0,4.0,15.0,0.8666666666666667,0.0,15.0,0.0,75.0,0.0,421.0,0,Compressb,Compress_4_buggy
org.apache.commons.compress.compressors.GzipUtilsTestCase,2.0,0.0120481927710843,0.0,0.0,1.0,0.0,0.0,3.0,0.0,108.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,65.0,0,Compressb,Compress_4_buggy
org.apache.commons.compress.archivers.jar.JarArchiveOutputStreamTest,6.0,0.036144578313253,0.0,0.0,1.0,1.0,1.0,1.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,59.0,0,Compressb,Compress_4_buggy
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,18.0,0.0714285714285714,2.0,1.0,2.0,-3.0,0.7107692307692308,5.0,4.0,64.0,15.0,1.0,1.0,12.0,1.5,0.1666666666666666,5.0,0.2,58.0,0.0277777777777777,314.0,1,Compressb,Compress_5_buggy
org.apache.commons.compress.compressors.bzip2.BZip2Utils,3.0,0.0,0.0,1.0,0.0,0.0,0.4,3.0,0.0,13.0,1.0,0.0,0.0,5.0,0.6,0.0,5.0,0.0,7.0,0.0,50.0,0,Compressb,Compress_5_buggy
org.apache.commons.compress.archivers.zip.ZipArchiveEntry,12.0,0.0238095238095238,0.0,0.0,1.0,-2.0,0.1171171171171171,12.0,0.0,83.0,10.0,1.0,5.0,32.0,0.8125,0.0,4.0,0.0,61.0,0.0,269.0,1,Compressb,Compress_6_buggy
org.apache.commons.compress.compressors.bzip2.BZip2Utils,3.0,0.0,0.0,1.0,0.0,0.0,0.4,3.0,0.0,13.0,1.0,0.0,0.0,5.0,0.6,0.0,5.0,0.0,7.0,0.0,50.0,0,Compressb,Compress_6_buggy
org.apache.commons.compress.archivers.tar.TarArchiveOutputStream,9.0,0.0328947368421052,1.0,0.0,2.0,-2.0,0.9166666666666666,2.0,10.0,44.0,13.0,0.0,2.0,13.0,1.0769230769230769,0.3846153846153846,3.0,1.0,36.0,0.0591715976331361,215.0,1,Compressb,Compress_9_buggy
org.apache.commons.compress.compressors.bzip2.BZip2Utils,3.0,0.0,0.0,1.0,0.0,0.0,0.4,3.0,0.0,13.0,1.0,0.0,0.0,5.0,0.6,0.0,5.0,0.0,7.0,0.0,51.0,0,Compressb,Compress_9_buggy
org.apache.commons.csv.CSVPrinter,6.0,0.08,1.0,1.0,0.0,-1.0,0.6043956043956044,4.0,0.0,68.0,3.0,0.0,4.0,15.0,2.933333333333333,0.0,0.0,0.0,32.0,0.0,300.0,1,Csvb,Csv_10_buggy
org.apache.commons.csv.CSVParser,22.0,0.24,3.0,1.0,0.0,-3.0,0.3594771241830065,8.0,0.0,63.0,6.0,0.0,3.0,15.0,1.4666666666666666,0.0,3.0,0.0,48.0,0.0,231.0,0,Csvb,Csv_10_buggy
org.apache.commons.csv.CSVParser,20.0,0.2,3.0,1.0,0.0,-3.0,0.3594771241830065,8.0,0.0,65.0,6.0,0.0,3.0,15.0,1.6666666666666667,0.0,3.0,0.0,49.0,0.0,237.0,1,Csvb,Csv_11_buggy
org.apache.commons.csv.ContractColumnNames,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,11.0,0,Csvb,Csv_11_buggy
org.apache.commons.csv.CSVFormat,14.0,0.12,2.0,0.0,0.0,-1.0,0.6370370370370371,12.0,0.0,97.0,17.0,0.0,6.0,44.0,1.3636363636363635,0.0,9.0,0.0,44.0,0.0,387.0,1,Csvb,Csv_12_buggy
org.apache.commons.csv.ContractColumnNames,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,11.0,0,Csvb,Csv_12_buggy
org.apache.commons.csv.CSVFormat,15.0,0.1,2.0,0.0,0.0,-1.0,0.6592635885447107,12.0,0.0,118.0,18.0,0.0,12.0,53.0,1.30188679245283,0.0,10.0,0.0,59.0,0.0,486.0,1,Csvb,Csv_13_buggy
org.apache.commons.csv.CSVPrinter,6.0,0.0666666666666666,1.0,1.0,0.0,-1.0,0.6043956043956044,4.0,0.0,74.0,3.0,0.0,4.0,15.0,2.8,0.0,0.0,0.0,35.0,0.0,310.0,1,Csvb,Csv_13_buggy
org.apache.commons.csv.FercGovTest,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,0,Csvb,Csv_13_buggy
org.apache.commons.csv.ExtendedBufferedReader,1.0,0.0,0.0,1.0,1.0,0.0,0.5769230769230769,4.0,0.0,7.0,4.0,0.0,1.0,10.0,0.8,0.0,0.0,0.0,9.0,0.0,106.0,0,Csvb,Csv_13_buggy
org.apache.commons.csv.CSVFormat,19.0,0.0967741935483871,2.0,0.0,0.0,-1.0,0.565068493150685,19.0,0.0,175.0,22.0,0.0,19.0,70.0,1.7142857142857142,0.0,12.0,0.0,81.0,0.0,754.0,1,Csvb,Csv_14_buggy
org.apache.commons.csv.Stats,14.0,0.1612903225806451,0.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,21.0,0.0,115.0,0,Csvb,Csv_14_buggy
org.apache.commons.csv.CSVFormat,20.0,0.0909090909090909,2.0,0.0,0.0,-1.0,0.5101851851851852,24.0,0.0,177.0,25.0,0.0,24.0,80.0,1.75,0.0,14.0,0.0,80.0,0.0,784.0,1,Csvb,Csv_15_buggy
org.apache.commons.csv.CSVPrinter,4.0,0.0606060606060606,1.0,1.0,0.0,0.0,0.6818181818181818,3.0,0.0,42.0,3.0,0.0,4.0,13.0,2.1538461538461537,0.0,0.0,0.0,24.0,0.0,150.0,0,Csvb,Csv_15_buggy
org.apache.commons.csv.CSVParser,23.0,0.1515151515151515,3.0,1.0,0.0,-3.0,0.4789473684210526,7.0,0.0,80.0,7.0,0.0,6.0,19.0,2.473684210526316,0.0,6.0,0.0,59.0,0.0,266.0,1,Csvb,Csv_16_buggy
org.apache.commons.csv.CSVPrinter,4.0,0.0606060606060606,1.0,1.0,0.0,0.0,0.6818181818181818,3.0,0.0,42.0,3.0,0.0,4.0,13.0,2.1538461538461537,0.0,0.0,0.0,24.0,0.0,150.0,0,Csvb,Csv_16_buggy
org.apache.commons.csv.ExtendedBufferedReader,2.0,0.0,0.0,0.0,1.0,0.0,0.4666666666666667,4.0,0.0,9.0,4.0,0.0,1.0,7.0,0.7142857142857143,0.0,2.0,0.0,10.0,0.0,88.0,1,Csvb,Csv_1_buggy
org.apache.commons.csv.Lexer,4.0,0.1333333333333333,2.0,0.0,0.0,0.0,0.1225296442687747,10.0,0.0,20.0,11.0,2.0,0.0,12.0,1.0,0.0,0.0,0.0,23.0,0.0,97.0,0,Csvb,Csv_1_buggy
org.apache.commons.csv.CSVRecord,5.0,0.0,0.0,1.0,0.0,-1.0,0.4945054945054945,5.0,0.0,10.0,4.0,0.0,1.0,11.0,1.3636363636363635,0.0,1.0,0.0,13.0,0.0,67.0,1,Csvb,Csv_2_buggy
org.apache.commons.csv.CSVLexer1306663,3.0,0.0333333333333333,0.0,0.0,1.0,-1.0,0.0,4.0,14.0,53.0,0.0,0.0,0.0,4.0,3.25,0.25,0.0,1.0,19.0,0.0625,167.0,0,Csvb,Csv_2_buggy
org.apache.commons.csv.Lexer,5.0,0.0666666666666666,2.0,0.0,0.0,-1.0,0.0942028985507246,13.0,0.0,22.0,10.0,5.0,0.0,14.0,1.7142857142857142,0.0,1.0,0.0,23.0,0.0,112.0,1,Csvb,Csv_3_buggy
org.apache.commons.csv.CSVLexer1306663,3.0,0.0333333333333333,0.0,0.0,1.0,-1.0,0.0,4.0,14.0,53.0,0.0,0.0,0.0,4.0,3.25,0.25,0.0,1.0,19.0,0.0625,167.0,0,Csvb,Csv_3_buggy
org.apache.commons.csv.CSVParser,21.0,0.24,3.0,1.0,0.0,-1.0,0.3594771241830065,8.0,0.0,59.0,6.0,0.0,2.0,14.0,1.2857142857142858,0.0,3.0,0.0,46.0,0.0,223.0,1,Csvb,Csv_4_buggy
org.apache.commons.csv.ContractColumnNames,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,11.0,0,Csvb,Csv_4_buggy
org.apache.commons.csv.CSVPrinter,5.0,0.08,1.0,1.0,0.0,0.0,0.6043956043956044,4.0,0.0,67.0,3.0,0.0,4.0,15.0,2.8666666666666667,0.0,0.0,0.0,31.0,0.0,296.0,1,Csvb,Csv_5_buggy
org.apache.commons.csv.CSVParser,20.0,0.24,3.0,1.0,0.0,-1.0,0.3594771241830065,8.0,0.0,59.0,6.0,0.0,2.0,14.0,1.5,0.0,3.0,0.0,45.0,0.0,224.0,0,Csvb,Csv_5_buggy
org.apache.commons.csv.CSVRecord,11.0,0.0,0.0,1.0,0.0,-1.0,0.4044117647058823,7.0,0.0,25.0,4.0,0.0,2.0,15.0,1.3333333333333333,0.0,1.0,0.0,24.0,0.0,95.0,1,Csvb,Csv_6_buggy
org.apache.commons.csv.ContractColumnNames,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,11.0,0,Csvb,Csv_6_buggy
org.apache.commons.csv.CSVParser,20.0,0.24,3.0,1.0,0.0,-2.0,0.3594771241830065,8.0,0.0,60.0,6.0,0.0,3.0,15.0,1.4666666666666666,0.0,3.0,0.0,46.0,0.0,227.0,1,Csvb,Csv_7_buggy
org.apache.commons.csv.ContractColumnNames,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,11.0,0,Csvb,Csv_7_buggy
org.apache.commons.csv.CSVFormat,14.0,0.12,2.0,0.0,0.0,-1.0,0.6431372549019608,11.0,0.0,96.0,16.0,0.0,6.0,41.0,1.3414634146341464,0.0,9.0,0.0,44.0,0.0,374.0,1,Csvb,Csv_8_buggy
org.apache.commons.csv.ContractColumnNames,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,11.0,0,Csvb,Csv_8_buggy
org.apache.commons.csv.CSVRecord,11.0,0.0,0.0,1.0,0.0,-1.0,0.4044117647058823,7.0,0.0,25.0,4.0,0.0,2.0,15.0,1.3333333333333333,0.0,1.0,0.0,24.0,0.0,95.0,1,Csvb,Csv_9_buggy
org.apache.commons.csv.ContractColumnNames,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,11.0,0,Csvb,Csv_9_buggy
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,21.0,0.0126227208976157,3.0,1.0,0.0,-1.0,0.7777777777777778,2.0,0.0,46.0,3.0,0.0,1.0,7.0,3.571428571428572,0.0,1.0,0.0,56.0,0.0,250.0,1,Gsonb,Gson_10_buggy
com.google.gson.functional.SubTypes,2.0,0.002805049088359,1.0,0.0,0.0,0.0,0.3,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.5,0.0,2.0,0.0,26.0,0.0,107.0,0,Gsonb,Gson_10_buggy
com.google.gson.internal.bind.TypeAdapters,7.0,0.0013586956521739,21.0,0.0,0.0,-1.0,0.0,56.0,0.0,6.0,52.0,0.0,2.0,6.0,4.833333333333333,0.0,57.0,0.0,122.0,0.0,962.0,1,Gsonb,Gson_11_buggy
com.google.gson.functional.ClassWithObjectField.com.google.gson.functional$15,2.0,0.0013586956521739,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,43.0,1.0,320.0,0,Gsonb,Gson_11_buggy
com.google.gson.stream.JsonReader,16.0,0.0027173913043478,0.0,0.0,0.0,-6.0,0.8994338994338994,5.0,0.0,263.0,38.0,0.0,0.0,40.0,0.25,0.0,28.0,0.0,84.0,0.0,1478.0,1,Gsonb,Gson_13_buggy
com.google.gson.internal.LinkedHashTreeMap.com.google.gson.internal$203,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,19.0,0,Gsonb,Gson_13_buggy
com.google.gson.stream.JsonWriter,12.0,0.0,0.0,1.0,0.0,-4.0,0.6096096096096096,9.0,0.0,94.0,8.0,1.0,6.0,35.0,0.6,0.0,1.0,0.0,35.0,0.0,381.0,1,Gsonb,Gson_15_buggy
com.google.gson.functional.Computer,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,9.0,0.0,37.0,0,Gsonb,Gson_15_buggy
com.google.gson.DefaultDateTypeAdapter,14.0,0.0067294751009421,0.0,1.0,1.0,-3.0,1.0,1.0,9.0,33.0,4.0,0.0,5.0,10.0,2.0,0.2,1.0,1.0,27.0,0.02,103.0,1,Gsonb,Gson_17_buggy
com.google.gson.functional.Company,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,155.0,0,Gsonb,Gson_17_buggy
com.google.gson.TypeInfoFactory,17.0,0.0126582278481012,0.0,0.0,0.0,-3.0,0.0,5.0,0.0,29.0,0.0,0.0,0.0,5.0,1.8,0.0,4.0,0.0,23.0,0.0,101.0,1,Gsonb,Gson_1_buggy
com.google.gson.webservice.definition.ResponseSpec,2.0,0.0018083182640144,2.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,0.0,0.0,4.0,0.5,0.0,0.0,0.0,6.0,0.0,26.0,0,Gsonb,Gson_1_buggy
com.google.gson.internal.bind.TypeAdapters,7.0,0.0014880952380952,17.0,0.0,0.0,-1.0,0.0,48.0,0.0,6.0,44.0,0.0,2.0,6.0,4.833333333333333,0.0,49.0,0.0,112.0,0.0,862.0,1,Gsonb,Gson_2_buggy
com.google.gson.JavaSerializationTest,13.0,0.0029761904761904,1.0,1.0,1.0,0.0,0.6,2.0,0.0,32.0,1.0,0.0,0.0,4.0,0.25,0.0,0.0,0.0,21.0,0.0,66.0,0,Gsonb,Gson_2_buggy
com.google.gson.internal.ConstructorConstructor,7.0,0.0044313146233382,1.0,1.0,0.0,1.0,1.0,1.0,0.0,13.0,1.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,29.0,0.0,199.0,1,Gsonb,Gson_3_buggy
com.google.gson.functional.MyMap.com.google.gson.functional$152.com.google.gson.functional$153.com.google.gson.functional$154.com.google.gson.functional$155.com.google.gson.functional$156.com.google.gson.functional$157.com.google.gson.functional$158.com.google.gson.functional$159.com.google.gson.functional$160.com.google.gson.functional$161.com.google.gson.functional$162,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,56.0,0.0,608.0,0,Gsonb,Gson_3_buggy
com.google.gson.stream.JsonWriter,12.0,0.0,0.0,1.0,0.0,-4.0,0.6096096096096096,9.0,0.0,92.0,8.0,1.0,5.0,34.0,0.6176470588235294,0.0,1.0,0.0,35.0,0.0,374.0,1,Gsonb,Gson_4_buggy
com.google.gson.stream.JsonReader,15.0,0.0028653295128939,0.0,0.0,0.0,-6.0,0.9006815968841285,5.0,0.0,292.0,38.0,1.0,0.0,41.0,0.2439024390243902,0.0,28.0,0.0,84.0,0.0,1448.0,1,Gsonb,Gson_4_buggy
com.google.gson.functional.ClassWithEnumFields,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,90.0,0,Gsonb,Gson_4_buggy
com.google.gson.common.ClassWithObjects,1.0,0.0014326647564469,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,29.0,0.0,364.0,0,Gsonb,Gson_4_buggy
com.google.gson.internal.bind.util.ISO8601Utils,15.0,0.0,0.0,1.0,0.0,-1.0,0.1071428571428571,6.0,0.0,106.0,2.0,0.0,2.0,8.0,2.375,0.0,10.0,0.0,40.0,0.0,291.0,1,Gsonb,Gson_5_buggy
com.google.gson.UPPER_CAMEL_CASE,2.0,0.0028653295128939,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,14.0,0,Gsonb,Gson_5_buggy
com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory,8.0,0.0057061340941512,1.0,1.0,0.0,-1.0,1.0,1.0,0.0,11.0,1.0,0.0,0.0,3.0,2.333333333333333,0.0,1.0,0.0,11.0,0.0,45.0,1,Gsonb,Gson_6_buggy
com.google.gson.functional.FieldExclusionTest,5.0,0.0057061340941512,1.0,1.0,1.0,0.0,0.0666666666666666,5.0,0.0,21.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,10.0,0.0,72.0,0,Gsonb,Gson_6_buggy
com.google.gson.stream.JsonReader,15.0,0.0028368794326241,0.0,0.0,0.0,-6.0,0.9006815968841285,5.0,0.0,289.0,38.0,1.0,0.0,41.0,0.2439024390243902,0.0,28.0,0.0,84.0,0.0,1442.0,1,Gsonb,Gson_7_buggy
com.google.gson.functional.ClassWithObjectsSerializer.com.google.gson.functional$56,7.0,0.0070921985815602,0.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,27.0,1.0,211.0,0,Gsonb,Gson_7_buggy
com.google.gson.internal.bind.JsonTreeWriter,13.0,0.0056497175141242,2.0,1.0,1.0,-3.0,0.5163398692810458,5.0,34.0,58.0,5.0,0.0,4.0,17.0,0.4117647058823529,0.5882352941176471,2.0,1.0,28.0,0.0346020761245674,169.0,1,Gsonb,Gson_9_buggy
com.google.gson.internal.bind.TypeAdapters,7.0,0.001412429378531,21.0,0.0,0.0,-1.0,0.0,56.0,0.0,6.0,52.0,0.0,2.0,6.0,4.833333333333333,0.0,57.0,0.0,122.0,0.0,966.0,1,Gsonb,Gson_9_buggy
com.google.gson.stream.JsonWriter,12.0,0.0,0.0,1.0,0.0,-4.0,0.6096096096096096,9.0,0.0,90.0,8.0,1.0,5.0,34.0,0.5882352941176471,0.0,1.0,0.0,35.0,0.0,371.0,1,Gsonb,Gson_9_buggy
com.google.gson.functional.CustomTypeAdaptersTest.com.google.gson.functional$112.com.google.gson.functional$113,6.0,0.0070621468926553,0.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,16.0,1.0,56.0,0,Gsonb,Gson_9_buggy
com.google.gson.functional.ConcurrencyTest.com.google.gson.functional$63,5.0,0.0028248587570621,0.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,66.0,0,Gsonb,Gson_9_buggy
com.google.gson.functional.RuntimeTypeAdapterFactory.com.google.gson.functional$8,12.0,0.0084745762711864,0.0,0.0,1.0,-1.0,0.0,2.0,9.0,22.0,0.0,0.0,0.0,2.0,1.5,1.0,0.0,1.0,41.0,0.5,164.0,0,Gsonb,Gson_9_buggy
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,13.0,0.0167597765363128,2.0,0.0,0.0,-2.0,0.8868778280542986,4.0,0.0,100.0,21.0,0.0,14.0,45.0,1.6,0.0,10.0,0.0,70.0,0.0,993.0,1,JacksonCoreb,JacksonCore_10_buggy
com.fasterxml.jackson.core.filter.BasicParserFilteringTest,5.0,0.0279329608938547,1.0,1.0,2.0,0.0,1.0,1.0,21.0,60.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,18.0,0.0,129.0,0,JacksonCoreb,JacksonCore_10_buggy
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,13.0,0.0166666666666666,2.0,0.0,0.0,-2.0,0.8868778280542986,4.0,0.0,101.0,21.0,0.0,14.0,45.0,1.6,0.0,10.0,0.0,70.0,0.0,999.0,1,JacksonCoreb,JacksonCore_11_buggy
perf.MediaItem,6.0,0.0222222222222222,2.0,1.0,0.0,0.0,0.8,2.0,0.0,19.0,2.0,0.0,1.0,9.0,0.6666666666666666,0.0,0.0,0.0,33.0,0.0,281.0,0,JacksonCoreb,JacksonCore_11_buggy
com.fasterxml.jackson.core.json.ReaderBasedJsonParser,20.0,0.0607734806629834,1.0,1.0,3.0,-1.0,0.0839639639639639,43.0,196.0,480.0,9.0,0.0,4.0,70.0,0.9,0.3142857142857143,0.0,1.0,151.0,0.013469387755102,2589.0,1,JacksonCoreb,JacksonCore_12_buggy
com.fasterxml.jackson.core.json.UTF8StreamJsonParser,21.0,0.0497237569060773,1.0,0.0,3.0,-1.0,0.0555431131019036,57.0,196.0,627.0,10.0,0.0,10.0,95.0,1.2947368421052632,0.2421052631578947,2.0,1.0,175.0,0.0076454293628808,3422.0,1,JacksonCoreb,JacksonCore_12_buggy
